total_samples,total_duration_hours,unique_speakers,unique_conversations,sample_rate_hz,channels,format,label_distribution,class_balance_pct,language_distribution,category_distribution,mean_pause_duration_s,std_pause_duration_s,max_pause_duration_s,min_pause_duration_s
600,0.3333333333333333,25,50,16000,1,Float32 PCM,"{'CONTINUE': 400, 'END': 200}",33.33333333333333,"{'hinglish': 200, 'hindi': 200, 'english': 200}","{'normal_ending': 100, 'mid_sentence_pause': 100, 'filler': 100, 'short_answer': 100, 'long_hesitation': 100, 'self_correction': 100}",0.8666666666666667,0.39048220122220834,1.6,0.5
